epoch,train_loss,val_f1,learning_rate
91,0.6603513956069946,0.5678547138030515,0.0002852253079843955
92,0.6608908176422119,0.5674969987952271,0.0002813333083910759
93,0.660390317440033,0.5671852625087221,0.0002774335777727611
94,0.6604981422424316,0.5669125374063332,0.00027352707832962835
95,0.6599494814872742,0.5677698713511923,0.000269614773931961
96,0.6604371666908264,0.5679958444196492,0.0002656976298823281
97,0.6602116227149963,0.5682218047909537,0.0002617766126774104
98,0.6603328585624695,0.568334780244188,0.00025785268976953184
99,0.6603966355323792,0.5687395313737172,0.00025392682932795496
100,0.6603057384490967,0.5689654058798208,0.0002499999999999998
101,0.6606754064559937,0.569078338540157,0.00024607317067204467
102,0.6601215600967407,0.5694171182897763,0.0002421473102304677
103,0.6605242490768433,0.5692568979963039,0.00023822338732258912
104,0.660537838935852,0.5692568979963039,0.00023430237011767144
105,0.6594250202178955,0.569078338540157,0.00023038522606803858
106,0.6600514650344849,0.569078338540157,0.0002264729216703712
107,0.660839855670929,0.568767668501711,0.0002225664222272385
108,0.6599738001823425,0.5681363270666682,0.00021866669160892376
109,0.6606025099754333,0.5681363270666682,0.0002147746920156042
110,0.659046471118927,0.5678437921146604,0.0002108913837399421
111,0.6601927876472473,0.5680232785829955,0.00020701772493014742
112,0.6599322557449341,0.5682687466025806,0.0002031546713535687
113,0.6592384576797485,0.568447752557955,0.00019930317616087176
114,0.659352719783783,0.5689181722861304,0.0001954641896508643
115,0.6596536636352539,0.5693224106940095,0.0001916386590360235
116,0.6594260334968567,0.5693748043724267,0.00018782752820878617
117,0.6594164371490479,0.569278814803177,0.00018403173750865666
118,0.6597512364387512,0.569278814803177,0.00018025222349019257
119,0.6599448323249817,0.5692141201164622,0.0001764899186919239
120,0.6594041585922241,0.569084378878612,0.0001727457514062631
121,0.6599524617195129,0.569084378878612,0.00016902064545046253
122,0.660149097442627,0.5689065319443903,0.00016531551993867705
123,0.659274160861969,0.5685681129904178,0.00016163128905518563
124,0.6596741676330566,0.5680514891057921,0.00015796886182883044
125,0.6596927642822266,0.5680988846819862,0.0001543291419087275
126,0.6594014763832092,0.5682117513466574,0.0001507130273413047
127,0.6592020988464355,0.5681643346430921,0.0001471214103487227
128,0.6590762138366699,0.5685977407793857,0.00014355517710873172
129,0.659506618976593,0.5682771771234569,0.0001400152075360211
130,0.6596544981002808,0.5686156863390929,0.0001365023750651132
131,0.6595072746276855,0.5688413440778209,0.0001330175464348566
132,0.6598705053329468,0.5688588231322832,0.00012956158147457104
133,0.6596998572349548,0.5691971523528481,0.00012613533289189798
134,0.6595658659934998,0.5693099229099743,0.00012273964606240704
135,0.6588602066040039,0.5693099229099743,0.00011937535882101267
136,0.6596922874450684,0.5693099229099743,0.00011604330125525064
137,0.6591247320175171,0.5694226905616251,0.0001127442955004669
138,0.659711480140686,0.5695354553194367,0.0001094791555369672
139,0.6594809889793396,0.5698737323462286,0.00010624868698918024
140,0.6599276661872864,0.5697609762000972,0.00010305368692688163
141,0.6598618626594543,0.5696482171950474,9.989494366852891e-05
142,0.6601215600967407,0.5696482171950474,9.677323658675574e-05
143,0.6598997116088867,0.5698088529343498,9.368933591607357e-05
144,0.6593722701072693,0.5695659152840097,9.064400256282745e-05
145,0.6597820520401001,0.569453084677266,8.763798791745401e-05
146,0.6589861512184143,0.5693402511296423,8.467203366908697e-05
147,0.6598095297813416,0.5693402511296423,8.174687162255652e-05
148,0.6596230864524841,0.5692274146295053,7.886322351782773e-05
149,0.6593859791755676,0.5692274146295053,7.602180085192134e-05
150,0.6592891812324524,0.5685503329746917,7.322330470336306e-05
151,0.6592000126838684,0.5684374754813951,7.046842555920275e-05
152,0.6592853665351868,0.5683246149425889,6.775784314464709e-05
153,0.6594935655593872,0.5683246149425889,6.509222625534747e-05
154,0.6594589352607727,0.5678911938047893,6.247223259238503e-05
155,0.6597868204116821,0.568116845682905,5.989850859999223e-05
156,0.6586118340492249,0.568116845682905,5.737168930605265e-05
157,0.6593056917190552,0.568116845682905,5.489239816541754e-05
158,0.6590190529823303,0.568116845682905,5.2461246906077335e-05
159,0.6597608327865601,0.5682296670484503,5.00788353782273e-05
160,0.6593232154846191,0.5682296670484503,4.774575140626311e-05
161,0.6596362590789795,0.5682296670484503,4.5462570643744124e-05
162,0.6592154502868652,0.5682296670484503,4.322985643135952e-05
163,0.6592099666595459,0.5682296670484503,4.104815965793244e-05
164,0.6595926284790039,0.568710616319698,3.891801862449624e-05
165,0.6593641638755798,0.5684848621933704,3.683995891147697e-05
166,0.6593121290206909,0.5684848621933704,3.4814493249014016e-05
167,0.6594148874282837,0.5684848621933704,3.284212139045213e-05
168,0.6596805453300476,0.5682590958377618,3.0923329989034065e-05
169,0.6601718068122864,0.5684192739898998,2.9058592477826598e-05
170,0.6593043804168701,0.5684192739898998,2.724836895290802e-05
171,0.6597256660461426,0.5684192739898998,2.5493106059846088e-05
172,0.6583920121192932,0.5684192739898998,2.3793236883495133e-05
173,0.660004198551178,0.5684192739898998,2.214918084113871e-05
174,0.6589620113372803,0.5684192739898998,2.056134357900475e-05
175,0.6594802141189575,0.5684192739898998,1.903011687217835e-05
176,0.6591903567314148,0.5684192739898998,1.7555878527937142e-05
177,0.6588595509529114,0.5684192739898998,1.6138992292533136e-05
178,0.6593950986862183,0.5684192739898998,1.4779807761443618e-05
179,0.6592852473258972,0.5684192739898998,1.3478660293113658e-05
180,0.6587349772453308,0.5684192739898998,1.2235870926211602e-05
181,0.658918023109436,0.5684192739898998,1.1051746300417457e-05
182,0.6587609052658081,0.5684192739898998,9.92657858076425e-06
183,0.6590643525123596,0.5684192739898998,8.860645385550498e-06
184,0.6594849228858948,0.5684192739898998,7.854209717842249e-06
185,0.6592480540275574,0.5684192739898998,6.907519900580852e-06
186,0.6585842370986938,0.5684192739898998,6.0208095153131615e-06
187,0.6590902805328369,0.5684192739898998,5.1942973445585285e-06
188,0.659649670124054,0.5684192739898998,4.4281873178278145e-06
189,0.6586790084838867,0.5684192739898998,3.7226684613065283e-06
190,0.6592659950256348,0.5684192739898998,3.0779148512155813e-06
191,0.6591745615005493,0.5684192739898998,2.494085570860613e-06
192,0.6594197750091553,0.5684192739898998,1.9713246713805566e-06
193,0.6589146256446838,0.5684192739898998,1.5097611362050993e-06
194,0.6596280336380005,0.5684192739898998,1.1095088492299995e-06
195,0.65932297706604,0.5684192739898998,7.706665667180081e-07
196,0.6591170430183411,0.5684192739898998,4.933178929321097e-07
197,0.659385085105896,0.5684192739898998,2.7753125950752376e-07
198,0.6595770120620728,0.5684192739898998,1.2335990856709983e-07
199,0.6597713232040405,0.5684192739898998,3.084187958485303e-08
200,0.6595725417137146,0.5684192739898998,0.0
